"ind","plot","trait1","trait2"
"Coll0029",116,100.209706505093,14.7477142469686
"Coll0030",117,47.1313665992404,12.6977204406578
"Coll0030",118,77.4598913063426,13.8952043160714
"Coll0030",119,56.1077328930195,13.337544891071
"Coll0030",120,65.9935415425329,12.2458015233723
"Coll0031",121,89.4098917136861,13.0300244923262
"Coll0031",122,61.3352161603841,12.2008545157989
"Coll0031",123,45.6494212801379,12.5810086540677
"Coll0031",124,51.6914917425591,12.311100454274
"Coll0032",125,52.0573768061011,9.4664737881887
"Coll0032",126,69.9656556655547,11.8734054934976
"Coll0032",127,73.8850036524453,9.87995545632476
"Coll0032",128,69.414065643995,11.4981346943013
"Coll0033",129,66.7593794207951,10.938072640232
"Coll0033",130,74.245397145143,12.150747594486
"Coll0033",131,70.0356168307475,12.1658887713412
"Coll0033",132,80.0321670204393,13.5510454149731
"Coll0034",133,82.6119272211511,10.3815038841343
"Coll0034",134,57.0658423157488,11.9028784251312
"Coll0034",135,60.2732148836041,11.5731389144189
"Coll0034",136,58.9401450526086,12.2352812781991
"Coll0035",137,88.4794164770652,11.7125849362816
"Coll0035",138,86.9503846342523,12.3430277631397
"Coll0035",139,98.0970448329434,12.2192638022079
"Coll0035",140,98.3354578659876,11.5736535895204
"Coll0036",141,27.8633455090426,15.882272664401
"Coll0036",142,50.2809224095238,14.2146277339703
"Coll0036",143,67.1926052622251,16.062156092053
"Coll0036",144,56.8533374604926,15.5539028442264
"Coll0037",145,83.7404814239232,10.0572267130767
"Coll0037",146,78.9030233886374,11.1377208614788
"Coll0037",147,104.09340016807,11.6692461074884
"Coll0037",148,67.4484742576419,10.7162909548536
"Coll0038",149,87.8440500511384,11.3430030681058
"Coll0038",150,52.4845365875617,11.7961468358754
"Coll0038",151,71.5456929472235,12.216291325443
"Coll0038",152,94.9644029714244,11.2246067678005
"Coll0039",153,64.9553564767043,9.60366920859573
"Coll0039",154,50.4849765525382,10.8507169917854
"Coll0039",155,61.3466551829046,7.56850394266386
"Coll0039",156,64.944296652544,10.6551198718569
"Coll0040",157,86.9738276870407,12.9479153975599
"Coll0040",158,70.4537031442377,12.8675988778872
"Coll0040",159,51.7221952932369,12.642825968068
"Coll0040",160,77.1508110220671,12.8805287746055
"Coll0041",161,64.449727267765,10.8231245555149
"Coll0041",162,59.437502183386,12.8091766809324
"Coll0041",163,51.3836100853831,11.8076629987064
"Coll0041",164,61.0892859405426,12.1549995459506
"Coll0042",165,105.564622752095,9.31307156297991
"Coll0042",166,118.453545683158,7.48239013209746
"Coll0042",167,119.198620017951,9.45457987468678
"Coll0042",168,130.911579649207,8.65942214649598
"Coll0043",169,9.27400996658397,10.376924458517
"Coll0043",170,59.8048260661773,11.0186336468347
"Coll0043",171,25.5038761056067,11.062654835538
"Coll0043",172,66.9599136690416,11.8981402381478
"Coll0044",173,64.8316442773684,11.7025437162114
"Coll0044",174,57.2134778203946,10.9899926290791
"Coll0044",175,67.6260225060478,12.3448032024804
"Coll0044",176,56.6938251690174,12.4717952971621
"Coll0045",177,78.1922497791715,11.9618226473237
"Coll0045",178,87.0622626945241,12.5899983728901
"Coll0045",179,65.6728657762301,11.4802745387988
"Coll0045",180,87.3961912780837,11.3546753276131
"Coll0046",181,94.5676891583135,11.3760143568633
"Coll0046",182,85.6902512415718,12.563136050155
"Coll0046",183,85.412951541793,11.2109978843444
"Coll0046",184,83.4520477712644,10.7730327415873
"Coll0047",185,59.5367905004585,13.747769484105
"Coll0047",186,69.5665903892409,12.3501472718164
"Coll0047",187,81.2285249646101,12.9119408608524
"Coll0047",188,86.302347769942,12.2162331997748
"Coll0048",189,56.6428424380875,13.2413542437453
"Coll0048",190,80.012320182374,13.955720469733
"Coll0048",191,80.4706571855154,14.3917340260407
"Coll0048",192,109.657023098264,13.0310259371575
"Coll0049",193,76.1517108143863,13.5121180971718
"Coll0049",194,84.7433803119908,14.9042691790935
"Coll0049",195,94.9408266542106,14.1622843526609
"Coll0049",196,82.2291176914868,13.8129416635754
"Coll0050",197,79.3791696547443,12.7811408378943
"Coll0050",198,49.2124109875345,13.1011840342088
"Coll0050",199,69.4005178120989,12.821831544927
"Coll0050",200,74.622257496233,14.4271812581337
"Coll0051",201,77.2726454596227,14.8429799379823
"Coll0051",202,61.2987045755409,13.9465358409623
"Coll0051",203,95.9203762414069,14.8558692785038
"Coll0051",204,72.5531239687129,13.4026492479755
"Coll0052",205,104.249854562183,14.0537042850389
"Coll0052",206,93.4944930647802,12.258522499247
"Coll0052",207,89.0653161805318,15.0963082024137
"Coll0052",208,73.9090671805318,12.5208746025726
"Coll0053",209,79.1142274132155,13.0397773163077
"Coll0053",210,132.366422627228,13.0859866884974
"Coll0053",211,66.9426222252648,13.0850659801861
"Coll0053",212,94.7688892717812,11.6404527642157
"Coll0054",213,74.5486901553531,16.7512231171369
"Coll0054",214,73.7481042679534,13.0771355084617
"Coll0054",215,105.320074597822,15.7425337668786
"Coll0054",216,91.0122314312135,14.4817431838517
"Coll0055",217,88.1539458992724,11.4066312622377
"Coll0055",218,67.0433348193899,11.6114814408304
"Coll0055",219,76.2488337656466,13.1763556794576
"Coll0055",220,76.4944687199193,13.415065420454
"Coll0056",221,85.1323501887366,9.28452639913714
"Coll0056",222,75.4282723217469,11.4273274209015
"Coll0056",223,67.0965259638057,10.9674439634847
"Coll0056",224,39.2590075694166,10.8687208144671
"Coll0057",225,117.634446170044,13.0908737251861
"Coll0057",226,127.800677292893,11.7773133890151
"Coll0057",227,99.1370876379166,12.6723754299555
"Coll0057",228,126.048625724866,12.247402389144
"Coll0058",229,79.7684896273186,12.1681856654185
"Coll0058",230,56.578508957326,11.2844436446985
"Coll0058",231,86.4579131101707,11.4395120568653
"Coll0058",232,66.1056030468142,12.5593656374493
"Coll0059",233,87.2085875500563,12.4601543059725
"Coll0059",234,74.3758033376584,12.1361308310636
"Coll0059",235,78.190426971728,12.4746364996708
"Coll0059",236,88.3144375208449,12.5164457724165
"Coll0060",237,52.4761169737609,11.0564426916377
"Coll0060",238,70.3109725370206,10.5657168654718
"Coll0060",239,86.8034286970043,11.8043545060123
"Coll0060",240,84.417370782233,10.3477244446045
"Coll0061",241,89.79429580696,13.2366504404369
"Coll0061",242,105.815388756302,12.0925542760505
"Coll0061",243,116.689226447641,13.6776324543029
"Coll0061",244,94.3816741022611,12.3630954486605
"Coll0062",245,44.143494048814,12.7006933955796
"Coll0062",246,82.0611528516552,11.5276045515726
"Coll0062",247,47.7791373325243,12.727298853847
"Coll0062",248,68.1186011769194,13.1255601477576
"Coll0063",249,92.5797074249251,11.8647074637587
"Coll0063",250,104.326465197907,12.0819114517172
"Coll0063",251,31.0249039055235,12.9231878569078
"Coll0063",252,71.2624857789066,10.4910055151223
"Coll0064",253,62.0337173144459,14.5113082113398
"Coll0064",254,95.8457521300374,16.0269436148991
"Coll0064",255,97.7657048470509,14.6685970100132
"Coll0064",256,74.0363571880441,13.4661564530233
"Coll0065",257,83.51635835044,13.0490251336322
"Coll0065",258,96.8151782468793,14.032814337377
"Coll0065",259,81.020875916745,13.2142517714953
"Coll0065",260,72.1323108111613,12.8468238237571
"Coll0066",261,45.9974463918729,14.6338609645265
"Coll0066",262,67.9132080487706,13.4923840075245
"Coll0066",263,79.5631234508922,13.3056672653807
"Coll0066",264,51.8573354209197,14.8863963406572
"Coll0067",265,60.765570564302,10.0540671768106
"Coll0067",266,73.8959316947442,10.5335337644014
"Coll0067",267,60.7332874268567,11.5451290266671
"Coll0067",268,50.5263794864257,10.5829932447432
"Coll0068",269,105.66287043404,11.8659335035321
"Coll0068",270,83.2731872165263,11.7561029704167
"Coll0068",271,67.1091052774598,12.9297082315677
"Coll0068",272,133.174195400014,13.0337141964694
"Coll0069",273,75.9826954353603,13.7851312164021
"Coll0069",274,70.8570341457845,13.0528956016314
"Coll0069",275,85.6217031763233,13.0240474997448
"Coll0069",276,69.6572038379916,14.6410452945079
"Coll0070",277,93.8077054208094,13.7786497480829
"Coll0070",278,108.485513746151,14.4012026468434
"Coll0070",279,111.337835596766,13.7617849818535
"Coll0070",280,85.128881605866,15.3094933065115
"Coll0071",281,96.2041821335703,12.1403701359589
"Coll0071",282,104.735140815632,11.9322775813356
"Coll0071",283,55.5190528395989,12.2359693561745
"Coll0071",284,78.3370388561209,12.2788407248798
"Coll0072",285,88.4197786469206,12.4130571096896
"Coll0072",286,72.5047292665508,11.55811091842
"Coll0072",287,59.9126135000551,12.3294882328739
"Coll0072",288,66.0175598137923,14.974625609847
"Coll0073",289,118.275064752815,13.3239742027037
"Coll0073",290,89.9112754438509,13.5872688057579
"Coll0073",291,94.8747629225387,13.1819715477546
"Coll0073",292,104.840295802129,13.2120385703092
"Coll0074",293,67.5438992344704,12.0352034757016
"Coll0074",294,80.301152106673,12.1508185155997
"Coll0074",295,70.882487236365,13.8564299839294
"Coll0074",296,50.9864625005058,12.9306021389808
"Coll0075",297,105.712640456584,9.4369553830854
"Coll0075",298,74.032712725269,9.88691913217543
"Coll0075",299,77.0813658729673,10.3319102353118
"Coll0075",300,82.2801874734896,9.40327209388011
"Coll0076",301,129.255425592414,10.6162769900625
"Coll0076",302,106.158143340264,12.1745299137429
"Coll0076",303,62.6240355035702,9.97588097373163
"Coll0076",304,100.294735828659,10.2238479426266
"Coll0077",305,32.4389632348858,13.268299864554
"Coll0077",306,63.8693217247003,14.0276158577655
"Coll0077",307,79.0828963071366,15.2011791245136
"Coll0077",308,97.3638893920939,12.770298609533
"Coll0078",309,74.3464259748021,12.3543882171723
"Coll0078",310,45.3907585748341,12.0099622330592
"Coll0078",311,75.3544849477278,12.3640839475115
"Coll0078",312,86.867589757446,12.4218217030296
"Coll0079",313,97.8846526555787,9.09270874244144
"Coll0079",314,92.4533323739082,10.5389978547359
"Coll0079",315,70.8315354085299,9.58311025182252
"Coll0079",316,71.9738311528621,10.748267891791
"Coll0080",317,77.7227333739487,12.4142326096389
"Coll0080",318,78.377002726056,12.8377510794566
"Coll0080",319,81.6499346747555,13.4803975732673
"Coll0080",320,66.597990618625,13.1627136986241
"Coll0081",321,86.1505789082642,12.1725751197992
"Coll0081",322,111.000097330852,11.7338860388456
"Coll0081",323,76.8778521366538,11.7300578800066
"Coll0081",324,104.560252639009,11.9690259245439
"Coll0082",325,56.282464748407,12.0566974421508
"Coll0082",326,67.2781663702754,12.0101528964277
"Coll0082",327,99.0554150111462,13.5265683419889
"Coll0082",328,74.3037207779845,12.9219382835602
"Coll0083",329,72.4472827927473,10.6242489128575
"Coll0083",330,91.6005017725601,10.9111541240619
"Coll0083",331,80.0957984264028,10.5145538166734
"Coll0083",332,84.0242132746087,11.4855507202107
"Coll0084",333,81.8926786596028,11.5200212355477
"Coll0084",334,84.6799935993668,12.5232028110874
"Coll0084",335,77.1833092280314,12.7567734164971
"Coll0084",336,72.9789548098298,11.4837139432468
"Coll0085",337,63.8857041115536,13.4687244267171
"Coll0085",338,61.2567765431123,11.4433073839828
"Coll0085",339,44.4725746981782,13.0582892165571
"Coll0085",340,57.348833635115,11.5393401047271
"Coll0086",341,80.8227103039332,11.9990357714604
"Coll0086",342,71.2450962391016,11.0985092475195
"Coll0086",343,83.4905599628062,11.5753807965445
"Coll0086",344,75.375425606855,10.8746126638745
"Coll0087",345,99.3525773001716,9.40432551921338
"Coll0087",346,118.388441781927,9.750038487386
"Coll0087",347,112.105614369769,9.34571875265811
"Coll0087",348,89.4094390246477,10.166283821117
"Coll0088",349,71.5185578018466,12.25812788985
"Coll0088",350,60.087578689638,12.5867859095641
"Coll0088",351,54.2288437396445,12.5015700901618
"Coll0088",352,64.9569722482679,11.5753826147029
"Coll0089",353,62.0002478842039,12.6771786511603
"Coll0089",354,64.5971092625359,12.4187210590312
"Coll0089",355,68.8965820795299,12.5832700858523
"Coll0089",356,65.0945755108138,11.6396250934554
"Coll0090",357,89.4563843483723,12.0822542851417
"Coll0090",358,67.5368025451828,13.1385850531953
"Coll0090",359,67.8686336170469,13.7482366067641
"Coll0090",360,94.2276449335404,14.4090184791667
"Coll0091",361,66.1510034303282,10.6593883368206
"Coll0091",362,107.868954556449,11.7184048670986
"Coll0091",363,80.0774372093,11.4091930222426
"Coll0091",364,102.16308432118,11.5138592048104
"Coll0092",365,82.6465391079928,14.788418770019
"Coll0092",366,87.8174658556831,13.6492711033802
"Coll0092",367,82.6806654596549,13.6268402499958
"Coll0092",368,83.9134371704347,12.3150116052856
"Coll0093",369,138.136062115988,11.05170199829
"Coll0093",370,91.5753374674432,10.5862777037288
"Coll0093",371,95.6855340308138,9.8901974286639
"Coll0093",372,117.865896968314,9.95104724550438
"Coll0094",373,62.3418995204348,13.9014881048173
"Coll0094",374,62.5535314434937,13.8340298674763
"Coll0094",375,72.7554964136612,13.9981639068514
"Coll0094",376,43.2911158021646,12.586857364391
"Coll0095",377,92.8856261689073,8.85296075722374
"Coll0095",378,107.740213718689,10.1969314318231
"Coll0095",379,124.086305095578,10.212391470188
"Coll0095",380,95.522603889299,10.7908732536074
"Coll0096",381,65.95231517981,11.751688748408
"Coll0096",382,63.3078904791871,13.1591127546157
"Coll0096",383,57.6360146103878,12.30393226401
"Coll0096",384,65.3856189430249,12.0158055642307
"Coll0097",385,103.847958914239,11.8273625534229
"Coll0097",386,125.388914835961,11.1254717743791
"Coll0097",387,124.972371427274,11.1879515432045
"Coll0097",388,144.567223457773,11.2913088734485
"Coll0098",389,82.022722857491,12.8582210667582
"Coll0098",390,81.1832553059555,13.1060784140874
"Coll0098",391,108.078668783445,13.6917875648763
"Coll0098",392,86.9708561698845,12.4926536818892
"Coll0099",393,49.779403003636,14.7449691358429
"Coll0099",394,42.5786736472832,14.4324314480341
"Coll0099",395,50.1724701444193,14.7580759422361
"Coll0099",396,50.0455564933108,15.3836277114206
"Coll0100",397,94.3796722721675,10.4851483700333
"Coll0100",398,104.371087725981,11.2015105290627
"Coll0100",399,74.436031415702,10.1506410708794
"Coll0100",400,106.310095964271,12.2300701542268
"Coll0101",401,65.4122755549668,12.9513230971606
"Coll0101",402,73.9031314269914,14.5958789397925
"Coll0101",403,67.7387292354355,13.2406159694213
"Coll0101",404,89.1644284901482,15.2215734406203
"Coll0102",405,58.9797020862778,11.6402378365656
"Coll0102",406,85.3185991572838,11.5434180641163
"Coll0102",407,52.6135029707101,11.0411769796268
"Coll0102",408,86.3168544762289,13.3791228576462
"Coll0103",409,65.8850796912232,12.4270310933277
"Coll0103",410,69.9527957558186,13.067582544819
"Coll0103",411,81.2299466522574,11.8166858852824
"Coll0103",412,55.4360480357817,12.7458461151452
"Coll0104",413,60.6930651492595,12.7931155023511
"Coll0104",414,69.4621499053019,11.3963885614939
"Coll0104",415,72.1391807886021,12.9171869319724
"Coll0104",416,48.081514971163,11.2568869894452
"Coll0105",417,62.7581472858524,14.9234597374072
"Coll0105",418,63.2450543377211,14.3818021857588
"Coll0105",419,54.6372323102439,13.6171718743349
"Coll0105",420,53.2539407565579,13.5218711041079
"Coll0106",421,67.0877589525366,11.700790042121
"Coll0106",422,95.2816193241482,9.1033825664346
"Coll0106",423,85.5107873832776,9.86641591010398
"Coll0106",424,98.602434163794,11.1069540951991
"Coll0107",425,108.415110085958,14.3002155447329
"Coll0107",426,73.3553069756463,14.7832927500406
"Coll0107",427,114.663197823533,15.0750930639009
"Coll0107",428,83.0001826162081,13.4883263408591
"Coll0108",429,86.6693541192128,15.8748016413818
"Coll0108",430,83.6809149609311,15.1121567953382
"Coll0108",431,85.6031683345032,17.7056678917064
"Coll0108",432,98.4986588549999,14.5171353080911
"Coll0109",433,84.36294411581,12.2017090070823
"Coll0109",434,65.6318531418261,14.3313884714124
"Coll0109",435,111.497524112254,13.34070129639
"Coll0109",436,86.5115327729894,13.3258033951594
"Coll0110",437,106.78191593099,12.6676526749164
"Coll0110",438,107.174749594262,13.8504398147342
"Coll0110",439,90.2617586029878,12.3308137262667
"Coll0110",440,97.7810091484142,13.9365589179846
"Coll0111",441,92.0793594713797,13.4838500085172
"Coll0111",442,86.0575436513095,13.5481597629206
"Coll0111",443,66.3332083522912,12.6440418386519
"Coll0111",444,88.7110624880798,13.1664689945438
"Coll0112",445,93.4420644273121,12.3745718498759
"Coll0112",446,94.6351601751496,11.3250396587165
"Coll0112",447,96.7963912540958,12.156415037809
"Coll0112",448,79.7139861560127,9.62750458014404
"Coll0113",449,74.8649464125658,11.1020460887298
"Coll0113",450,73.1191856482606,11.0765522530362
"Coll0113",451,79.2143133255105,10.6507557125151
"Coll0113",452,79.4769535267882,10.7360219162963
"Coll0114",453,85.4179535589054,12.4599582535342
"Coll0114",454,74.7757466673362,12.9795280923181
"Coll0114",455,97.4535094818511,14.3490950640724
"Coll0114",456,62.7740447368935,13.4450149285485
"Coll0115",457,82.514189720012,12.8019359956713
"Coll0115",458,96.9129270701322,12.8034683345163
"Coll0115",459,69.4545245523908,13.1484480790912
"Coll0115",460,73.7150848901923,13.1271567616152
"Coll0116",461,94.4050175291153,11.6217233646619
"Coll0116",462,78.0801162509984,11.6700923076151
"Coll0116",463,62.1437927387347,12.2404311130814
"Coll0116",464,80.7994739883769,10.6272687577433
"Coll0117",465,112.286415387605,13.3602808070564
"Coll0117",466,70.2763274186137,13.8195854087339
"Coll0117",467,91.5267493499812,14.4803386380889
"Coll0117",468,107.512047202187,13.8967785518596
"Coll0118",469,44.2156119051109,10.1756981735169
"Coll0118",470,85.843937886205,10.9304296079271
"Coll0118",471,95.6956747406076,10.8809891685976
"Coll0118",472,107.671941619331,9.34618747365714
"Coll0119",473,69.1888687197525,13.0303303206244
"Coll0119",474,109.819008318893,13.1569869598012
"Coll0119",475,81.4801021035884,12.8234556631743
"Coll0119",476,115.570168853729,12.9753738185043
"Coll0120",477,77.24792735235,13.8263639029029
"Coll0120",478,87.5055529137862,12.894472386967
"Coll0120",479,61.2547630028934,12.0243025238676
"Coll0120",480,77.7171601161473,13.6219582598265
"Coll0121",481,57.4643320765789,15.5216588696077
"Coll0121",482,27.5496840733552,16.5376762514496
"Coll0121",483,50.7436952126935,18.0053473649218
"Coll0121",484,55.0794930341203,16.0540056241977
"Coll0122",485,82.30467802986,13.5087970998615
"Coll0122",486,84.9300954542111,15.2156451180046
"Coll0122",487,81.8317035409042,14.6113559023506
"Coll0122",488,95.6863922993635,12.6598001044628
"Coll0123",489,80.165790323336,11.7214137591669
"Coll0123",490,89.4284017174652,10.833091233786
"Coll0123",491,93.9995679278829,9.76671128220494
"Coll0123",492,60.8449707716354,11.5326164473978
"Coll0124",493,110.553805427939,13.2151490734644
"Coll0124",494,114.35762936314,12.5932263294603
"Coll0124",495,107.861128516755,13.3347218436421
"Coll0124",496,113.534053199095,12.2928000950942
"Coll0125",497,82.6870538414362,13.0032604338121
"Coll0125",498,87.4584975676659,11.3910753066387
"Coll0125",499,106.513150308714,11.5262955769294
"Coll0125",500,98.9132178988951,11.7903115044923
"Coll0126",501,77.9582909529538,13.8044628859717
"Coll0126",502,81.77891975777,14.9025573462057
"Coll0126",503,93.9766136195407,14.1622488136079
"Coll0126",504,88.6108524948374,13.3338448761702
"Coll0127",505,71.6582854230539,11.7819957701858
"Coll0127",506,76.2504474552064,11.1830884073966
"Coll0127",507,93.7322923727181,10.6828687561294
"Coll0127",508,69.190488300832,12.2792736191803
"Coll0128",509,85.725605980537,10.29933100259
"Coll0128",510,92.9365236733228,10.9705793456974
"Coll0128",511,85.0068078666302,12.3022268596742
"Coll0128",512,81.0910042200464,11.2013984937947
"Coll0129",513,123.019042241162,10.7022345761787
"Coll0129",514,100.100870017626,11.6788625196795
"Coll0129",515,80.5199766997654,11.451902440564
"Coll0129",516,88.9305551970088,12.507786858625
"Coll0130",517,100.890331982478,11.6098409076592
"Coll0130",518,69.1411541806633,10.6610314489601
"Coll0130",519,79.9013278306601,9.0327732684818
"Coll0130",520,81.3184649010173,11.735893791228
"Coll0131",521,57.4841958644587,12.5274344736087
"Coll0131",522,72.4245964202401,11.6015757285667
"Coll0131",523,76.3896448584427,12.5206052738721
"Coll0131",524,86.9789252605244,11.9911642112196
"Coll0132",525,92.0848001986392,12.5179309468747
"Coll0132",526,63.3082158330832,11.9382317127614
"Coll0132",527,31.7679419907048,12.4684899053668
"Coll0132",528,87.5194968744752,12.6116143678628
"Coll0133",529,108.674244144742,9.16772108331898
"Coll0133",530,111.189248847018,9.44603783109762
"Coll0133",531,78.9820592537969,9.49045808316461
"Coll0133",532,93.2811189776536,10.731532553757
"Coll0134",533,66.4525190594206,14.1596366029012
"Coll0134",534,58.3684942379315,13.3848141690567
"Coll0134",535,77.6846049015532,14.9668660303022
"Coll0134",536,81.5539560136813,12.3446341447789
"Coll0135",537,75.6528164030326,14.973071323036
"Coll0135",538,71.8506747970149,15.980789108652
"Coll0135",539,77.3104889039133,15.5222677729878
"Coll0135",540,86.0093325910324,14.1706605673133
"Coll0136",541,78.9665069479944,11.5757563556952
"Coll0136",542,102.495122984901,12.3662444206904
"Coll0136",543,65.389616551929,12.4866362995175
"Coll0136",544,41.5166704710646,12.5094427033978
"Coll0137",545,73.3423069109282,11.7057159390365
"Coll0137",546,77.4923386699013,12.7133853789078
"Coll0137",547,76.9190519246621,11.9455504627105
"Coll0137",548,86.1569592703098,11.4683496149028
"Coll0138",549,110.973485320676,10.9630998433402
"Coll0138",550,133.973882453152,12.0600912742301
"Coll0138",551,115.462519242246,11.2682301233354
"Coll0138",552,120.618908070852,9.59558319915275
"Coll0139",553,87.8253377890566,14.5325901144234
"Coll0139",554,94.8489256892353,14.6229569498154
"Coll0139",555,81.9947627065071,13.0197533044362
"Coll0139",556,84.8516766995405,15.5790293964283
"Coll0140",557,95.4307989072668,12.1809588303254
"Coll0140",558,127.988993701869,12.7706375902867
"Coll0140",559,88.3717730716143,11.3204067293797
"Coll0140",560,84.254849879222,11.9001546795858
"Coll0141",561,70.8618334545196,11.055169946309
"Coll0141",562,70.9146998374895,11.3631889045013
"Coll0141",563,68.8983190106575,10.4081505190841
"Coll0141",564,70.2055276124361,11.0409803993681
"Coll0142",565,110.885751656111,10.9056368390543
"Coll0142",566,93.3839150256151,11.3693290017775
